LRA Schwäbisch Hall,Schwäbisch Hall,Stadt,Baden-Württemberg,N,42598,Daniel Bullinger,FDP,claudia.kuetterer@schwaebischhall.de,,,,,,,,0791/751-0,0791/751420,http://www.schwaebischhall.de,"Gymnasiumstr. 2, , 74523 Schwäbisch Hall",,,49.1129803,9.7386393,49.1124305,9.7371246
STV Bruchsal,Bruchsal,Stadt,Baden-Württemberg,N,47784,Sven Weigt,CDU/CSU,ordnungsamt@bruchsal.de,,,,,,,,07251/79-0,07251/79365,,"Campus 1, , 76646 Bruchsal",,,49.1168675,8.5913029,49.124118,8.5980244
STV Ettlingen,Ettlingen,Stadt,Baden-Württemberg,N,38578,Johannes Arnold,Parteilos,ordnungsamt@ettlingen.de,,,,,,,,07243/101-01,07243/101584,http://www.ettlingen.de,"Schillerstr. 7/9, , 76275 Ettlingen",,,48.942456,8.4061887,48.9414188,8.4076347
STV Heidelberg,Heidelberg,Stadt,Baden-Württemberg,N,155756,Eckart Würzner,Parteilos,buergeramt@heidelberg.de,,,,,,,,06221/5817 520,06221/58 17 380,,"Bergheimer Str. 147, , 69115 Heidelberg",,,49.4071195,8.6755097,49.4093582,8.694724
STV Karlsruhe,Karlsruhe,Stadt,Baden-Württemberg,N,309050,Frank Mentrup,SPD,auslaenderbehoerde@oa.karlsruhe.de,,,,,,,,0721/133-3388,0721/1333279,http://www.karlsruhe.de,"Kaiserallee 8, , 76133 Karlsruhe",,,49.0110373,8.3824132,49.0068705,8.4034195
Stadt Mannheim,Mannheim,Stadt,Baden-Württemberg,N,318035,Christian Specht,CDU/CSU,auslaenderbehoerde@mannheim.de,,,,,,,,0621/293-0,0621/2932624,,"K 7 7, , 68159 Mannheim",,,49.4936894,8.4644292,49.4892913,8.4673098
STV Pforzheim,Pforzheim,Stadt,Baden-Württemberg,N,134912,Peter Boch,CDU/CSU,auslaenderwesen@stadt-pforzheim.de,,,,,,,,07231/39-2504,07231/393199,,"Östliche Karl-Friedrich-Str. 2, , 75175 Pforzheim",,,48.8911836,8.7035107,48.890934,8.7025509
STV Weinheim,Weinheim,Stadt,Baden-Württemberg,N,45852,vakant,,auslaenderbehoerde@weinheim.de,,,,,,,,06201/82-0,06201/82508,,"Dürrestr. 2, , 69469 Weinheim",,,49.5497752,8.6725742,49.5462349,8.6717458
STV Waldkirch,Waldkirch,Stadt,Baden-Württemberg,N,21510,Michael Schmieder,Parteilos,postkorb@stadt-waldkirch.de,,,,,,,,07681/404-0,07681/404197,,"Marktplatz 1-5, , 79183 Waldkirch",,,48.0936139,7.9608327,48.0939396,7.9610142
LRA Karlsruhe,Karlsruhe,Stadt,Baden-Württemberg,N,309050,Frank Mentrup,SPD,auslaenderbehoerde@oa.karlsruhe.de,,,,,,,,0721/133-3388,0721/1333279,http://www.karlsruhe.de,"Kaiserallee 8, , 76133 Karlsruhe",,,49.0110373,8.3824132,49.0068705,8.4034195
STV Achern,Achern,Stadt,Baden-Württemberg,N,26733,Manuel Tabor,CDU/CSU,oeffentliche-ordnung@achern.de,,,,,,,,07841/642-1204,07841/6423200,,"Illenauer Allee 73, , 77855 Achern",,,48.6245285,8.0839531,48.6300161,8.0735581
STV Baden-Baden,Baden-Baden,Stadt,Baden-Württemberg,N,56881,Thomas Jung,Parteilos,abh@landkreis-verden.de,,,,,,,,04231/15-0,04231/15603,,"Lindhooper Str. 67, , 27283 Verden (Aller)",,,52.9273509,9.2507029,48.7610716,8.239959
STV Freiburg,Freiburg,Stadt,Baden-Württemberg,N,237460,Martin Horn,Parteilos,auslaenderbehoerde@stadt.freiburg.de,,,,,,,,0761/2016470,0761/2016495,,"Berliner Allee 1, , 79114 Freiburg im Breisgau",,,48.00394,7.8215533,48.7663036,6.8586785
STV Konstanz,Konstanz,Stadt,Baden-Württemberg,N,86919,Ulrich Burchardt,CDU/CSU,auslaenderamt@stadt.konstanz.de,,,,,,,,07531/900-0,07531/900706,http://www.konstanz.de,"Untere Laube 24, , 78462 Konstanz",,,47.6628479,9.1723689,47.659216,9.1750718
STV Lahr,Lahr,Stadt,Baden-Württemberg,N,50775,Markus Ibert,Parteilos,auslaenderbehoerde@bitburg-pruem.de,,,,,,,,06561/15-0,06561/151000,http://www.bitburg-pruem.de,"Trierer Str. 1, , 54634 Bitburg",,,49.9699117,6.5235365,49.4618136,5.8841474
STV Lörrach,Lörrach,Stadt,Baden-Württemberg,N,51349,Jörg Lutz,Parteilos,auslaenderbehoerde@loerrach.de,,,,,,,,07621/415-0,07621/415501,,"Luisenstr. 16, , 79539 Lörrach",,,47.6150174,7.664419,47.6120896,7.6607218
BGM Offenburg,Offenburg,Stadt,Baden-Württemberg,N,62993,Marco Steffens,CDU/CSU,auslaenderbuero@offenburg.de,,,,,,,,0781/82-0,0781/827525,,"Spitalstr. 2, , 77652 Offenburg",,,48.4691615,7.9436965,48.4695984,7.9429235
STV Rastatt,Rastatt,Stadt,Baden-Württemberg,N,50741,Monika Müller,SPD,auslaenderwesen@rastatt.de,,,,,,,,07222/972-7410,07222/9727499,,"Kaiserstr. 48a, , 76437 Rastatt",,,48.8593826,8.201719,48.8584568,8.2040452
STV Singen,Singen,Stadt,Baden-Württemberg,N,47621,Bernd Häusler,CDU/CSU,auslaenderbehoerde@singen.de,,,,,,,,07731/85-0,07731/85603,,"August-Ruf-Str. 11, , 78224 Singen (Hohentwiel)",,,47.7613382,8.838818,50.7248042,11.0559593
STV Villingen-Schwenningen,Villingen-Schwenningen,Stadt,Baden-Württemberg,N,89756,Jürgen Roth,CDU/CSU,stadt@villingen-schwenningen.de,,,,,,,,07721/82-0,07721/821427,http://www.villingen-schwenningen.de,"Josefsgasse 7, , 78050 Villingen-Schwenningen",,,48.0612371,8.4579057,48.063152,8.4929618
LRA Emmendingen,Emmendingen,Stadt,Baden-Württemberg,N,29502,Stefan Schlatterer,CDU/CSU,auslaenderamt@emmendingen.de,,,,,,,,07641/452-741,07641/452639,,"Landvogtei 10, , 79312 Emmendingen",,,48.1208675,7.8468955,48.1206565,7.850993
LRA Breisgau/Hochschwarzwald,Breisgau-Hochschwarzwald,Stadt,Baden-Württemberg,N,#N/A,#N/A,#N/A,auslaenderwesen@lkbh.de,,,,,,,,0761/2187-0,0761/21879999,http://www.breisgau-hochschwarzwald.de,"Stadtstr. 2, , 79104 Freiburg im Breisgau",,,47.9995725,7.8570558,47.941164,7.8471664
LRA Konstanz,Konstanz,Stadt,Baden-Württemberg,N,86919,Ulrich Burchardt,CDU/CSU,auslaenderamt@stadt.konstanz.de,,,,,,,,07531/900-0,07531/900706,http://www.konstanz.de,"Untere Laube 24, , 78462 Konstanz",,,47.6628479,9.1723689,47.659216,9.1750718
STV Leimen,Leimen,Stadt,Baden-Württemberg,N,26873,John Ehret,Parteilos,kv@lksuedwestpfalz.de,,,,,,,,06331/809-0,06331/809332,,"Unterer Sommerwaldweg 40/42, , 66953 Pirmasens",,,49.2122023,7.6180321,47.4940419,7.4826921
LRA Lörrach,Lörrach,Stadt,Baden-Württemberg,N,51349,Jörg Lutz,Parteilos,auslaenderbehoerde@loerrach.de,,,,,,,,07621/415-0,07621/415501,,"Luisenstr. 16, , 79539 Lörrach",,,47.6150174,7.664419,47.6120896,7.6607218
RP Tübingen (15.1 ABH),Tübingen,Stadt,Baden-Württemberg,N,92322,Boris Palmer,Parteilos,manuela.noll@tuebingen.de,,,,,,,,07071/204-0,07071/2042223,,"Schmiedtorstr. 4, , 72070 Tübingen",,,48.5219443,9.0523566,48.5203263,9.053596
RP Freiburg (Höhere Ausländerbehörde),Freiburg,Stadt,Baden-Württemberg,N,237460,Martin Horn,Parteilos,auslaenderbehoerde@stadt.freiburg.de,,,,,,,,0761/2016470,0761/2016495,,"Berliner Allee 1, , 79114 Freiburg im Breisgau",,,48.00394,7.8215533,48.7663036,6.8586785
RP Freiburg (LEA Ausländerbehörde),Freiburg im Breisgau,Stadt,Baden-Württemberg,N,237460,Martin Horn,Parteilos,auslaenderbehoerde@stadt.freiburg.de,,,,,,,,0761/2016470,0761/2016495,,"Berliner Allee 1, , 79114 Freiburg im Breisgau",,,48.00394,7.8215533,47.9960901,7.8494005
LRA Rastatt,Rastatt,Stadt,Baden-Württemberg,N,50741,Monika Müller,SPD,auslaenderwesen@rastatt.de,,,,,,,,07222/972-7410,07222/9727499,,"Kaiserstr. 48a, , 76437 Rastatt",,,48.8593826,8.201719,48.8584568,8.2040452
RP Karlsruhe,Karlsruhe,Stadt,Baden-Württemberg,N,309050,Frank Mentrup,SPD,auslaenderbehoerde@oa.karlsruhe.de,,,,,,,,0721/133-3388,0721/1333279,http://www.karlsruhe.de,"Kaiserallee 8, , 76133 Karlsruhe",,,49.0110373,8.3824132,49.0068705,8.4034195
EAE Karlsruhe,Karlsruhe,Stadt,Baden-Württemberg,N,309050,Frank Mentrup,SPD,auslaenderbehoerde@oa.karlsruhe.de,,,,,,,,0721/133-3388,0721/1333279,http://www.karlsruhe.de,"Kaiserallee 8, , 76133 Karlsruhe",,,49.0110373,8.3824132,49.0068705,8.4034195
RP Karlsruhe - LZF,Karlsruhe,Stadt,Baden-Württemberg,N,309050,Frank Mentrup,SPD,auslaenderbehoerde@oa.karlsruhe.de,,,,,,,,0721/133-3388,0721/1333279,http://www.karlsruhe.de,"Kaiserallee 8, , 76133 Karlsruhe",,,49.0110373,8.3824132,49.0068705,8.4034195
LRA Waldshut,Waldshut,Stadt,Baden-Württemberg,N,25019,Martin Gruner,Parteilos,agruoner@waldshut-tiengen.de,,,,,,,,07751/833-0,07751/833127,,"Wallstr. 26/28, , 79761 Waldshut-Tiengen",,,47.6231571,8.2132412,47.6246179,8.2120605
Stadt Leutkirch im Allgäu,Leutkirch im Allgäu,Stadt,Baden-Württemberg,N,24226,#N/A,#N/A,info@leutkirch.de,,,,,,,,07561/87-0,07561/87194,,"Marktstr. 26, , 88299 Leutkirch im Allgäu",,,47.8266424,10.0244005,47.8100316,10.0356665
STV Biberach a.d.Riß,Biberach a.d.Ri,Stadt,Baden-Württemberg,N,#N/A,#N/A,#N/A,poststelle@lra.neu-ulm.de,,,,,,,,0731/7040-51 100,0731/7040-51 998,http://www.landkreis.neu-ulm.de,"Kantstr. 8, , 89231 Neu-Ulm",,,48.3997915,10.0113366,48.1124555,9.7635515
STV Albstadt,Albstadt,Stadt,Baden-Württemberg,N,46950,Roland Tralmer,CDU/CSU,stadtverwaltung@albstadt.de,,,,,,,,07431/160-0,07431/1601480,http://www.albstadt.de,"Marktstr. 35, , 72458 Albstadt",,,48.2126762,9.0257104,48.233048,8.9991483
STV Friedrichshafen,Friedrichshafen,Stadt,Baden-Württemberg,N,62796,Simon Blümcke,Parteilos,auslaenderamt@friedrichshafen.de,,,,,,,,07541/203-0,07541/2031199,,"Adenauerplatz 1, , 88045 Friedrichshafen",,,47.650383,9.4801993,47.6500279,9.4800858
STV Ravensburg,Ravensburg,Stadt,Baden-Württemberg,N,50628,Daniel Rapp,CDU/CSU,abh@ravensburg.de,,,,,,,,0751/82-190,0751/82726,,"Seestr. 9, , 88214 Ravensburg",,,47.7785487,9.6126333,47.7811014,9.612468
STV Reutlingen,Reutlingen,Stadt,Baden-Württemberg,N,118852,Thomas Keck,SPD,stadt@reutlingen.de,,,,,,,,07121/303-0,07121/3032278,http://www.reutlingen.de,"Marktplatz 22, , 72764 Reutlingen",,,48.4908736,9.2109395,48.4919508,9.2114144
STV Tübingen,Tübingen,Stadt,Baden-Württemberg,N,92322,Boris Palmer,Parteilos,manuela.noll@tuebingen.de,,,,,,,,07071/204-0,07071/2042223,,"Schmiedtorstr. 4, , 72070 Tübingen",,,48.5219443,9.0523566,48.5203263,9.053596
STV Tuttlingen,Tuttlingen,Stadt,Baden-Württemberg,N,37109,Michael Beck,CDU/CSU,auslaenderamt@tuttlingen.de,,,,,,,,07461/99-0,07461/99436,,"Rathausstr. 1, , 78532 Tuttlingen",,,47.9846209,8.8179793,47.9844315,8.8186606
LRA Biberach,Biberach,Stadt,Baden-Württemberg,N,34576,Norbert Zeidler,Parteilos,auslaenderwesen@ortenaukreis.de,,,,,,,,0781/805-0,0781/8059007,,"Badstr. 20, , 77652 Offenburg",,,48.4645938,7.9404632,49.1936922,9.1419157
LRA Calw,Calw,Stadt,Baden-Württemberg,N,25001,Florian Kling,SPD,auslaenderamt@calw.de,,,,,,,,07051/167-0,07051/167283,,"Marktplatz 9, , 75365 Calw",,,48.7140742,8.7388682,48.7142691,8.7397624
STV Öhringen,Öhringen,Stadt,Baden-Württemberg,N,25673,Patrick Wegener,SPD,info@oehringen.de,,,,,,,,07941/68-0,07941/68130,,"Marktplatz 15, , 74613 Öhringen",,,49.2000021,9.5024855,49.2005034,9.5024397
LRA Freudenstadt,Freudenstadt,Stadt,Baden-Württemberg,N,24464,Adrian Sonder,CDU/CSU,auslaenderbehoerde@freudenstadt.de,,,,,,,,07441/890-0,07441/890-99821,,"Wittlensweiler Str. 3, , 72250 Freudenstadt",,,48.4679385,8.4383845,48.4637727,8.4111727
STV Balingen,Balingen,Stadt,Baden-Württemberg,N,35623,Dirk Abel,CDU/CSU,post@zollernalbkreis.de,,,,,,,,07433/92-01,07433/921666,http://www.zollernalbkreis.de,"Hirschbergstr. 29, , 72336 Balingen",,,48.2738895,8.8576211,48.2737512,8.8557862
STV Ehingen,Ehingen,Stadt,Baden-Württemberg,N,27764,Alexander Baumann,CDU/CSU,auslaenderamt@lra-donau-ries.de,,,,,,,,0906/74-0,0906/74293,,"Pflegstr. 2, , 86609 Donauwörth",,,48.7196362,10.7759883,49.0878789,10.5435707
STV Calw,Calw,Stadt,Baden-Württemberg,N,25001,Florian Kling,SPD,auslaenderamt@calw.de,,,,,,,,07051/167-0,07051/167283,,"Marktplatz 9, , 75365 Calw",,,48.7140742,8.7388682,48.7142691,8.7397624
LRA Ravensburg,Ravensburg,Stadt,Baden-Württemberg,N,50628,Daniel Rapp,CDU/CSU,abh@ravensburg.de,,,,,,,,0751/82-190,0751/82726,,"Seestr. 9, , 88214 Ravensburg",,,47.7785487,9.6126333,47.7811014,9.612468
LRA Reutlingen,Reutlingen,Stadt,Baden-Württemberg,N,118852,Thomas Keck,SPD,stadt@reutlingen.de,,,,,,,,07121/303-0,07121/3032278,http://www.reutlingen.de,"Marktplatz 22, , 72764 Reutlingen",,,48.4908736,9.2109395,48.4919508,9.2114144
LRA Rottweil,Rottweil,Stadt,Baden-Württemberg,N,24985,Christian Ruf,CDU/CSU,stadt@rottweil.de,,,,,,,,0741/494-0,0741/494355,,"Hauptstr. 21/23, , 78628 Rottweil",,,48.1677296,8.6256489,48.1678244,8.626979
STV Überlingen,Überlingen,Stadt,Baden-Württemberg,N,22735,Jan Zeitler,SPD,rathaus@ueberlingen.de,,,,,,,,07551/99--0,07551/991466,,"Christophstr. 1, , 88662 Überlingen",,,47.7684691,9.1550726,47.7664456,9.1605106
LRA Sigmaringen,Sigmaringen,Stadt,Baden-Württemberg,N,16884,#N/A,#N/A,harry.aigner@lrasig.de,,,,,,,,07571/102-0,07571/1026398,,"Leopoldstr. 4, , 72488 Sigmaringen",,,48.0908558,9.2152205,48.0869139,9.2165039
LRA Tübingen,Tübingen,Stadt,Baden-Württemberg,N,92322,Boris Palmer,Parteilos,manuela.noll@tuebingen.de,,,,,,,,07071/204-0,07071/2042223,,"Schmiedtorstr. 4, , 72070 Tübingen",,,48.5219443,9.0523566,48.5203263,9.053596
STV Mössingen,Mössingen,Stadt,Baden-Württemberg,N,21751,Michael Bulander,Parteilos,post@kreis-tuebingen.de,,,,,,,,07071/207-0,07071/2073199,,"Wilhelm-Keil-Str. 50, , 72072 Tübingen",,,48.5107282,9.0467115,48.4069119,9.0602912
LRA Tuttlingen,Tuttlingen,Stadt,Baden-Württemberg,N,37109,Michael Beck,CDU/CSU,auslaenderamt@tuttlingen.de,,,,,,,,07461/99-0,07461/99436,,"Rathausstr. 1, , 78532 Tuttlingen",,,47.9846209,8.8179793,47.9844315,8.8186606
STV Weingarten,Weingarten,Stadt,Baden-Württemberg,N,24940,Clemens Moll,CDU/CSU,kreisverwaltung@kreis-germersheim.de,,,,,,,,07274/53-0,07274/53229,,"Luitpoldplatz 1, , 76726 Germersheim",,,49.2179622,8.3736739,47.8075299,9.6431145
STV Schwetzingen,Schwetzingen,Stadt,Baden-Württemberg,N,21767,Matthias Steffan,Parteilos,info@schwetzingen.de,,,,,,,,06202/87-0,06202/87218,,"Zeyherstr. 1, , 68723 Schwetzingen",,,49.3850437,8.5709089,49.3832919,8.5735135
STV Donaueschingen,Donaueschingen,Stadt,Baden-Württemberg,N,21790,Erik Pauly,CDU/CSU,stadt@donaueschingen.de,,,,,,,,0771/857-0,0771/857107,http://www.donaueschingen.de,"Rathausplatz 2, , 78166 Donaueschingen",,,47.9530824,8.4958038,47.9534194,8.4959257
STV Bad Rappenau,Bad Rappenau,Stadt,Baden-Württemberg,N,22703,Sebastian Frei,Parteilos,roland.deutschmann@badrappenau.de,,,,,,,,07264/922-0,07264/922334,,"Kirchplatz 4, , 74906 Bad Rappenau",,,49.239803,9.1012777,49.2393031,9.101268
